bowler,country,negative_rate,no_of_wickets,wickets_per_match,wickets_per_run,no_of_wins,team_score,opponent_mean,winning_contribution,winning_wicket_rate_contribution,bowler_score
ST Finn,England,-0.6854103343465046,23,2.090909090909091,0.050997782705099776,10,2.9462630792227213,2.0276577848818462,0.18045112781954886,0.2608695652173913,6.807363140929573
M Morkel,South Africa,-0.7690631808278867,18,2.0,0.05099150141643059,6,2.650016124027234,2.298623678255244,0.1717171717171717,0.3051282051282051,6.211447272854768
SL Malinga,Sri Lanka,-1.0072639225181599,37,1.6818181818181819,0.029647435897435896,10,1.957653727851288,2.1309643687965187,0.14388489208633093,0.25,5.996068587822637
NLTC Perera,Sri Lanka,-1.029275808936826,26,1.7333333333333334,0.038922155688622756,9,1.957653727851288,2.0613263306343246,0.15827338129496402,0.3055555555555556,5.885819150731251
SP Narine,West Indies,-0.6110397946084724,24,1.8461538461538463,0.05042016806722689,6,1.4735190896157364,2.101636435747589,0.1509433962264151,0.26666666666666666,5.7164761038616145
M de Lange,South Africa,-0.8363636363636363,4,4.0,0.08695652173913043,1,2.650016124027234,2.0091044776119404,0.04040404040404041,0.43076923076923074,5.658688354340909
LL Tsotsobe,South Africa,-0.8171206225680934,17,1.7,0.04047619047619048,6,2.650016124027234,2.269671758190914,0.1414141414141414,0.2512820512820513,5.647403381027686
Saeed Ajmal,Pakistan,-0.7312430011198209,31,2.066666666666667,0.04747320061255743,6,1.5029850746268658,2.1916011848145214,0.13095238095238096,0.20754716981132074,5.625222154782963
JM Anderson,England,-0.7878228782287823,16,1.6,0.03747072599531616,8,2.9462630792227213,2.1161690725268874,0.10526315789473684,0.19021739130434784,5.507553523890425
RJ Peterson,South Africa,-0.7669724770642202,16,1.4545454545454546,0.03827751196172249,7,2.650016124027234,2.3311800601028962,0.12121212121212122,0.1846153846153846,5.427892432414609
MA Starc,Australia,-0.8426395939086294,16,2.2857142857142856,0.04819277108433735,5,2.2895759578318,1.5751342041983492,0.09142857142857143,0.3298969072164949,5.261910651252081
Sohag Gazi,Bangladesh,-0.5769230769230769,9,1.8,0.05454545454545454,3,1.8939729603105544,1.4735190896157364,0.15789473684210525,0.34285714285714286,5.243244371774752
IK Pathan,India,-0.9245283018867925,18,1.6363636363636365,0.03339517625231911,6,2.066469446489525,1.9708805495963666,0.11607142857142858,0.2867647058823529,5.100349860282924
SCJ Broad,England,-0.7437185929648241,10,1.4285714285714286,0.033783783783783786,7,2.9462630792227213,1.835886026713105,0.09774436090225563,0.2018633540372671,5.085552730055184
CJ McKay,Australia,-0.793939393939394,19,1.5833333333333333,0.03625954198473282,5,2.2895759578318,2.1019083592416306,0.06857142857142857,0.24742268041237114,4.929681222755973
B Lee,Australia,-0.9346092503987241,18,1.5,0.030716723549488054,6,2.2895759578318,2.1019083592416306,0.08571428571428572,0.2577319587628866,4.924800066759557
KMDN Kulasekara,Sri Lanka,-0.8448108632395732,19,1.0,0.021814006888633754,9,1.957653727851288,2.141147777581833,0.10071942446043165,0.19444444444444445,4.913909449990435
Junaid Khan,Pakistan,-0.9380952380952381,10,2.5,0.050761421319796954,2,1.5029850746268658,2.3979711103439616,0.08333333333333333,0.3962264150943396,4.8829600783150635
R Ashwin,India,-0.770573566084788,15,1.0714285714285714,0.024271844660194174,9,2.066469446489525,1.9355698982778196,0.10714285714285714,0.1764705882352941,4.878420546750394
Abdur Razzak,Bangladesh,-0.6592920353982301,14,1.75,0.04697986577181208,4,1.8939729603105544,1.5550043804777425,0.12280701754385964,0.2,4.814750587475971
JW Dernbach,England,-0.931899641577061,9,1.8,0.03461538461538462,4,2.9462630792227213,2.3485218809080735,0.06015037593984962,0.2173913043478261,4.712545486254075
JC Tredwell,England,-0.8055555555555556,5,1.6666666666666667,0.04310344827586207,2,2.9462630792227213,2.650016124027234,0.03759398496240601,0.27173913043478265,4.672995583455342
TT Bresnan,England,-0.9577039274924471,9,1.5,0.028391167192429023,5,2.9462630792227213,2.0825413602942056,0.07518796992481203,0.2173913043478261,4.638439306279926
KD Mills,New Zealand,-0.7621483375959079,12,1.5,0.040268456375838924,3,2.0091044776119404,2.0617676068214856,0.09859154929577464,0.2456140350877193,4.628355241266053
XJ Doherty,Australia,-0.805115712545676,17,1.1333333333333333,0.025718608169440244,8,2.2895759578318,1.9123203812364304,0.06285714285714286,0.14175257731958765,4.5916703280185995
SR Watson,Australia,-0.7444933920704846,13,1.1818181818181819,0.038461538461538464,5,2.2895759578318,2.1051300785827314,0.05714285714285714,0.2061855670103093,4.573936854526514
DW Steyn,South Africa,-0.7022900763358778,9,1.125,0.03260869565217391,6,2.650016124027234,2.34767626577582,0.06060606060606061,0.10769230769230768,4.53389087020735
DT Christian,Australia,-0.7960644007155635,16,1.2307692307692308,0.035955056179775284,8,2.2895759578318,1.8406003861594336,0.04,0.09020618556701032,4.443270916889592
AR Cusack,Ireland,-0.6146788990825688,5,1.6666666666666667,0.07462686567164178,2,1.760645204470919,0.4263915846775093,0.1282051282051282,0.25,4.414211429277802
RS Bopara,England,-0.6105263157894737,5,0.45454545454545453,0.028735632183908046,9,2.9462630792227213,2.131933334827334,0.03759398496240601,0.060386473429951695,4.393823720503879
DT Johnston,Ireland,-0.5042016806722689,4,1.3333333333333333,0.06666666666666667,2,1.760645204470919,0.4263915846775093,0.1282051282051282,0.25,4.300435116433183
R Vinay Kumar,India,-0.9828178694158075,6,1.2,0.02097902097902098,3,2.066469446489525,2.0904226198434928,0.08035714285714286,0.3970588235294118,4.276349343141719
Shahid Afridi,Pakistan,-0.7982673267326733,15,1.0714285714285714,0.023255813953488372,4,1.5029850746268658,2.1768304354105554,0.09523809523809523,0.22641509433962262,4.252886249012277
Aizaz Cheema,Pakistan,-0.9794117647058823,10,1.4285714285714286,0.03003003003003003,3,1.5029850746268658,2.2848816016055946,0.09523809523809523,0.3018867924528302,4.252319720889066
RJ Nicol,New Zealand,-0.9197860962566845,9,1.125,0.05232558139534884,2,2.0091044776119404,2.0617676068214856,0.07042253521126761,0.2631578947368421,4.251058902005191
GH Dockrell,Ireland,-0.6224489795918368,5,1.6666666666666667,0.08196721311475409,2,1.760645204470919,0.4263915846775093,0.10256410256410256,0.2,4.234261880304801
PR Stirling,Ireland,-0.5740740740740741,4,1.3333333333333333,0.06451612903225806,2,1.760645204470919,0.4263915846775093,0.1282051282051282,0.25,4.219967573582865
Z Khan,India,-0.9015748031496063,9,1.0,0.019650655021834062,7,2.066469446489525,2.0314142234025123,0.08035714285714286,0.17016806722689076,4.2102219221631545
AD Mathews,Sri Lanka,-0.7724719101123596,12,0.6666666666666666,0.02181818181818182,9,1.957653727851288,2.139416842522286,0.050359712230215826,0.09722222222222222,4.193780159043895
Mahmudullah,Bangladesh,-0.7192982456140351,9,1.125,0.036585365853658534,4,1.8939729603105544,1.5550043804777425,0.10526315789473684,0.17142857142857143,4.192413724957539
BW Hilfenhaus,Australia,-0.7852028639618138,10,1.25,0.030395136778115502,4,2.2895759578318,1.9874001668733885,0.045714285714285714,0.2061855670103093,4.1813717608294105
TL Best,West Indies,-0.8670520231213873,6,2.0,0.04,2,1.4735190896157364,2.3214906781488676,0.05660377358490566,0.3,4.173604974968716
GP Swann,England,-0.7195767195767195,6,0.8571428571428571,0.022058823529411766,6,2.9462630792227213,1.8873774790267384,0.045112781954887216,0.10869565217391305,4.12853615227812
JDP Oram,New Zealand,-0.703125,8,1.6,0.044444444444444446,3,2.0091044776119404,1.4735190896157364,0.07042253521126761,0.1754385964912281,4.121683445458027
KAJ Roach,West Indies,-0.9006024096385542,14,2.3333333333333335,0.046822742474916385,2,1.4735190896157364,2.091774459071177,0.03773584905660377,0.2,4.11018204953768
Shafiul Islam,Bangladesh,-0.7819548872180451,4,1.3333333333333333,0.038461538461538464,2,1.8939729603105544,1.6809912035773757,0.08771929824561403,0.2857142857142857,4.091802931932143
DR Briggs,England,-0.6885245901639344,2,2.0,0.047619047619047616,1,2.9462630792227213,1.5029850746268658,0.015037593984962405,0.2173913043478261,4.080049559101298
DJG Sammy,West Indies,-0.7138364779874213,12,0.9230769230769231,0.02643171806167401,6,1.4735190896157364,2.101636435747589,0.07547169811320754,0.13333333333333333,4.075752903959324
Umar Gul,Pakistan,-0.9791332263242376,12,1.0,0.019672131147540985,5,1.5029850746268658,2.0847233789459154,0.10714285714285714,0.20377358490566036,4.05061038285287
Mashrafe Mortaza,Bangladesh,-0.8074866310160428,10,1.4285714285714286,0.033112582781456956,3,1.8939729603105544,1.5666451363151719,0.08771929824561403,0.1904761904761905,4.035996288007934
HMRKB Herath,Sri Lanka,-0.7865612648221344,10,0.6666666666666666,0.01675041876046901,8,1.957653727851288,2.2199819943203147,0.050359712230215826,0.109375,4.0257645882833355
JL Pattinson,Australia,-0.8390804597701149,12,1.5,0.03287671232876712,4,2.2895759578318,1.7193213839168362,0.03428571428571429,0.15463917525773196,4.009502404820075
MK Tiwary,India,-1.1029411764705883,4,2.0,0.05333333333333334,2,2.066469446489525,1.957653727851288,0.03571428571428571,0.2647058823529412,3.998841756410368
Mominul Haque,Bangladesh,-0.7419354838709677,2,1.0,0.08695652173913043,1,1.8939729603105544,1.4735190896157364,0.03508771929824561,0.22857142857142856,3.9492923833267453
SR Patel,England,-0.8283132530120482,5,0.625,0.01818181818181818,6,2.9462630792227213,2.0314455785526206,0.03759398496240601,0.09057971014492755,3.8773270909073454
Mohammad Hafeez,Pakistan,-0.620253164556962,11,0.6875,0.02040816326530612,6,1.5029850746268658,2.176979468754319,0.05952380952380952,0.09433962264150943,3.8535778950381574
MD Bates,New Zealand,-0.6309523809523809,2,1.0,0.03773584905660377,1,2.0091044776119404,2.650016124027234,0.028169014084507043,0.21052631578947367,3.836560754704867
WD Parnell,South Africa,-0.7579250720461095,6,0.8571428571428571,0.022813688212927757,3,2.650016124027234,2.529923464315057,0.030303030303030304,0.10769230769230768,3.8227513331763374
J Botha,South Africa,-0.6363636363636364,1,1.0,0.03571428571428571,1,2.650016124027234,2.0091044776119404,0.020202020202020204,0.21538461538461537,3.785906269275588
JH Kallis,South Africa,-1.0,3,1.5,0.0379746835443038,2,2.650016124027234,2.0091044776119404,0.030303030303030304,0.16153846153846152,3.73186301616158
AB Dinda,India,-1.0315789473684212,7,1.1666666666666667,0.023809523809523808,4,2.066469446489525,1.7954840488530248,0.05357142857142857,0.1985294117647059,3.6792823645156063
NL McCullum,New Zealand,-0.8326693227091634,5,0.7142857142857143,0.023923444976076555,3,2.0091044776119404,1.9441179033803355,0.07042253521126761,0.1754385964912281,3.6395737220327637
MG Johnson,Australia,-0.7830882352941176,6,1.2,0.028169014084507043,3,2.2895759578318,1.5763219775561657,0.02857142857142857,0.17182130584192443,3.622550594856732
TG Southee,New Zealand,-0.8333333333333334,12,1.5,0.032432432432432434,3,2.0091044776119404,1.8656847677529023,0.028169014084507043,0.07017543859649122,3.6173781072354596
AD Russell,West Indies,-0.9671772428884027,14,1.4,0.03167420814479638,4,1.4735190896157364,2.0587064664874823,0.03773584905660377,0.1,3.606168071242177
P Kumar,India,-0.9712643678160919,8,1.3333333333333333,0.023668639053254437,4,2.066469446489525,1.9265825293871808,0.03571428571428571,0.1323529411764706,3.586382337561525
JP Duminy,South Africa,-0.8894736842105263,4,0.5,0.023668639053254437,6,2.650016124027234,2.2241000968543907,0.020202020202020204,0.035897435897435895,3.5578652431613595
KS Williamson,New Zealand,-0.9518072289156626,4,0.6666666666666666,0.05063291139240506,2,2.0091044776119404,2.061767606821485,0.04225352112676056,0.15789473684210525,3.5558676710360166
MF Maharoof,Sri Lanka,-0.8949880668257757,10,1.25,0.02666666666666667,3,1.957653727851288,2.1075871556778303,0.02158273381294964,0.125,3.5377956583790944
R Rampaul,West Indies,-0.8809523809523809,8,1.3333333333333333,0.03088803088803089,2,1.4735190896157364,2.107731819229711,0.03773584905660377,0.2,3.5358614290178325
UT Yadav,India,-1.1314984709480123,7,1.0,0.01891891891891892,3,2.066469446489525,2.0999061121286497,0.044642857142857144,0.22058823529411767,3.506722773813411
V Permaul,West Indies,-0.7317073170731707,4,1.3333333333333333,0.03333333333333333,2,1.4735190896157364,1.8939729603105544,0.03773584905660377,0.2,3.502372738570884
D Elgar,South Africa,-0.7551020408163265,2,0.5,0.02702702702702703,2,2.650016124027234,2.9462630792227213,0.010101010101010102,0.05384615384615384,3.4804210219917318
DJ Bravo,West Indies,-1.0103448275862068,8,1.0,0.027303754266211604,4,1.4735190896157364,2.2314261078957354,0.04716981132075472,0.125,3.428250311867724
DAJ Bracewell,New Zealand,-0.8211009174311926,4,1.0,0.0223463687150838,2,2.0091044776119404,2.061767606821485,0.04225352112676056,0.15789473684210525,3.418168601642912
B Kumar,India,-0.5636363636363636,2,2.0,0.06451612903225806,0,2.066469446489525,1.5029850746268658,0.0,0.0,3.336853837569572
DJ Hussey,Australia,-0.8608695652173913,4,0.3076923076923077,0.020202020202020204,6,2.2895759578318,1.8665342970002685,0.022857142857142857,0.06872852233676977,3.319266600474599
AM Ellis,New Zealand,-0.8,5,0.7142857142857143,0.022727272727272728,3,2.0091044776119404,2.35589186542436,0.028169014084507043,0.07017543859649122,3.313123268605315
F du Plessis,South Africa,-0.7906976744186046,1,0.5,0.029411764705882353,1,2.650016124027234,2.4519584035370046,0.010101010101010102,0.10769230769230768,3.3096508389517454
BMAJ Mendis,Sri Lanka,-0.7862068965517242,3,0.75,0.02631578947368421,1,1.957653727851288,1.92559835352386,0.014388489208633094,0.25,3.294885900554343
MJ Clarke,Australia,-0.6620689655172414,3,0.375,0.03125,4,2.2895759578318,1.8428975528382654,0.011428571428571429,0.051546391752577324,3.2834560488837012
SMSM Senanayake,Sri Lanka,-0.8518518518518519,5,1.0,0.019762845849802372,3,1.957653727851288,2.3891307220415188,0.014388489208633094,0.08333333333333333,3.2541410703213756
TS Nethula,New Zealand,-0.9139344262295082,5,1.25,0.02242152466367713,2,2.0091044776119404,2.061767606821485,0.028169014084507043,0.10526315789473684,3.2342756646707804
MN Samuels,West Indies,-0.8602409638554217,7,0.5833333333333334,0.0196078431372549,5,1.4735190896157364,2.118941725367342,0.03773584905660377,0.08,3.233366848201438
KTGD Prasad,Sri Lanka,-0.9216589861751152,8,2.0,0.04,0,1.957653727851288,2.32390937154509,0.0,0.0,3.1669395540201806
TA Boult,New Zealand,-0.7904191616766467,3,1.0,0.022727272727272728,1,2.0091044776119404,1.4735190896157364,0.028169014084507043,0.21052631578947367,3.164466046953817
DR Smith,West Indies,-0.8571428571428571,3,0.75,0.03333333333333333,2,1.4735190896157364,2.157045490038596,0.02830188679245283,0.15,3.1503929051197197
V Sehwag,India,-0.8353658536585366,4,0.6666666666666666,0.029197080291970802,4,2.066469446489525,2.0129740995147065,0.008928571428571428,0.03308823529411765,3.1340382300405953
Abdur Rehman,Pakistan,-0.7222222222222222,4,1.0,0.023668639053254437,1,1.5029850746268658,2.617919518527261,0.011904761904761904,0.11320754716981131,3.1282421346142835
HDRL Thirimanne,Sri Lanka,-1.0,1,1.0,0.04,1,1.957653727851288,2.2895759578318,0.007194244604316547,0.125,3.0836521589480452
RA Jadeja,India,-0.8319327731092437,4,0.5714285714285714,0.013468013468013467,4,2.066469446489525,2.0433913981970435,0.017857142857142856,0.0661764705882353,3.0686981325887457
R McLaren,South Africa,-0.8235294117647058,1,0.5,0.011904761904761904,1,2.650016124027234,2.9462630792227213,0.0,0.0,2.9439278318979687
RJ Harris,Australia,-0.930379746835443,3,1.0,0.02040816326530612,1,2.2895759578318,1.993925634064034,0.005714285714285714,0.10309278350515465,2.9402521676503284
CH Gayle,West Indies,-0.5373134328358209,1,1.0,0.027777777777777776,1,1.4735190896157364,1.8939729603105544,0.009433962264150943,0.1,2.9401525972447993
R Sharma,India,-0.9183673469387755,1,1.0,0.022222222222222223,1,2.066469446489525,1.957653727851288,0.008928571428571428,0.1323529411764706,2.9015298017178
PJ Cummins,Australia,-0.8688524590163934,1,1.0,0.018867924528301886,0,2.2895759578318,2.9462630792227213,0.0,0.0,2.8698114512890442
S Weerakoon,Sri Lanka,-0.8032786885245902,1,1.0,0.02040816326530612,1,1.957653727851288,1.5029850746268658,0.007194244604316547,0.125,2.748289064741101
Naeem Islam,Bangladesh,-0.8354430379746836,2,0.6666666666666666,0.030303030303030304,2,1.8939729603105544,1.4735190896157364,0.017543859649122806,0.05714285714285714,2.74467265173683
TM Dilshan,Sri Lanka,-0.8545081967213115,2,0.125,0.004796163069544364,5,1.957653727851288,2.2116413541855815,0.007194244604316547,0.025,2.744547231643461
RG Sharma,India,-0.849624060150376,1,0.125,0.008849557522123894,6,2.066469446489525,1.975840607750771,0.0,0.0,2.7332756407812777
Wahab Riaz,Pakistan,-1.0461538461538462,2,0.6666666666666666,0.014705882352941176,1,1.5029850746268658,1.8130413701299188,0.023809523809523808,0.22641509433962262,2.6849760680295764
Shakib Al Hasan,Bangladesh,-0.8216216216216217,4,1.3333333333333333,0.02631578947368421,1,1.8939729603105544,1.6908131985810855,0.0,0.0,2.6744424416300756
VD Philander,South Africa,-1.0263157894736843,1,1.0,0.02564102564102564,0,2.650016124027234,1.957653727851288,0.0,0.0,2.629587763973327
Sohail Tanvir,Pakistan,-0.8657718120805369,6,1.2,0.023255813953488372,1,1.5029850746268658,2.0904226198434928,0.0,0.0,2.6052261714045972
RAS Lakmal,Sri Lanka,-0.9464285714285714,3,1.5,0.02830188679245283,0,1.957653727851288,1.7847272605581954,0.0,0.0,2.5695122999393956
I Sharma,India,-0.639344262295082,1,1.0,0.02564102564102564,0,2.066469446489525,1.5029850746268658,0.0,0.0,2.5523718497809265
N Pradeep,Sri Lanka,-1.054054054054054,3,1.5,0.02564102564102564,0,1.957653727851288,2.066469446489525,0.0,0.0,2.5486878171053102
Elias Sunny,Bangladesh,-0.7407407407407407,2,1.0,0.025,1,1.8939729603105544,1.4735190896157364,0.0,0.0,2.5126887260766613
PP Ojha,India,-1.2142857142857142,1,0.5,0.0196078431372549,1,2.066469446489525,1.957653727851288,0.008928571428571428,0.1323529411764706,2.51041395268069
Mohammad Irfan,Pakistan,-1.0727272727272728,1,1.0,0.01694915254237288,1,1.5029850746268658,2.066469446489525,0.011904761904761904,0.11320754716981131,2.503124009478656
KP Pietersen,England,-0.5714285714285714,0,0.0,0.0,1,2.9462630792227213,1.5029850746268658,0.0,0.0,2.4837908117501355
Hammad Azam,Pakistan,-0.9534883720930233,1,0.5,0.024390243902439025,2,1.5029850746268658,1.9258133440809213,0.011904761904761904,0.056603773584905655,2.4796698563561095
CR Woakes,England,-0.9459459459459459,0,0.0,0.0,0,2.9462630792227213,2.650016124027234,0.0,0.0,2.474360101527728
WB Rankin,Ireland,-0.41304347826086957,1,0.5,0.02631578947368421,1,1.760645204470919,0.0,0.02564102564102564,0.1,2.4583882034242115
BAW Mendis,Sri Lanka,-1.1224489795918366,1,1.0,0.01818181818181818,0,1.957653727851288,2.650016124027234,0.0,0.0,2.4273584057393807
Nazmul Hossain,Bangladesh,-0.75,1,1.0,0.027777777777777776,0,1.8939729603105544,1.5029850746268658,0.0,0.0,2.420221283244111
KA Pollard,West Indies,-1.0930232558139534,1,0.3333333333333333,0.02127659574468085,2,1.4735190896157364,2.376603999121692,0.009433962264150943,0.05,2.4031791787778656
JA Morkel,South Africa,-0.9922480620155039,0,0.0,0.0,3,2.650016124027234,1.970516415291451,0.0,0.0,2.3892301181025744
SK Raina,India,-0.9789473684210527,1,0.125,0.005376344086021506,4,2.066469446489525,1.8775167473501546,0.0,0.0,2.3568016563321685
Amir Hamza,Afghanistan,-0.6060606060606061,2,1.0,0.05,0,0.4263915846775093,1.6318151395488925,0.0,0.0,2.278945911407498
Shapoor Zadran,Afghanistan,-0.8775510204081632,5,1.6666666666666667,0.03875968992248062,0,0.4263915846775093,1.851068745643195,0.0,0.0,2.2552830101987493
NM Lyon,Australia,-0.75,0,0.0,0.0,1,2.2895759578318,1.957653727851288,0.0,0.0,2.2350635870642432
AJ McKay,New Zealand,-0.7798165137614679,0,0.0,0.0,0,2.0091044776119404,2.650016124027234,0.0,0.0,2.234972233883071
JEC Franklin,New Zealand,-0.8333333333333334,0,0.0,0.0,0,2.0091044776119404,2.650016124027234,0.0,0.0,2.1922825165367277
V Kohli,India,-1.0465116279069768,0,0.0,0.0,2,2.066469446489525,1.8439865645451823,0.008928571428571428,0.0661764705882353,2.1745240188702555
Shahadat Hossain,Bangladesh,-1.1627906976744187,3,1.0,0.015,1,1.8939729603105544,1.6908131985810855,0.0,0.0,2.1618040717137577
S Prasanna,Sri Lanka,-0.9215686274509803,1,0.5,0.010638297872340425,0,1.957653727851288,1.7847272605581954,0.0,0.0,2.0821574488468677
CKB Kulasekara,Sri Lanka,-0.9767441860465116,0,0.0,0.0,0,1.957653727851288,2.650016124027234,0.0,0.0,2.0574674147616463
Karim Sadiq,Afghanistan,-0.6019417475728155,2,0.5,0.03225806451612903,0,0.4263915846775093,1.851068745643195,0.0,0.0,2.0276167416726287
GJ Maxwell,Australia,-0.9609375,0,0.0,0.0,3,2.2895759578318,1.233836702139527,0.0,0.0,2.02112839334747
Shoaib Malik,Pakistan,-0.6962025316455697,0,0.0,0.0,2,1.5029850746268658,1.8130413701299186,0.0,0.0,2.016738702422211
DA Warner,Australia,-1.3333333333333333,0,0.0,0.0,0,2.2895759578318,2.9462630792227213,0.0,0.0,2.0052925369510675
Dawlat Zadran,Afghanistan,-0.785,4,1.0,0.025477707006369428,0,0.4263915846775093,1.851068745643195,0.0,0.0,1.9826733384976756
Azhar Ali,Pakistan,-0.8367346938775511,0,0.0,0.0,1,1.5029850746268658,2.2895759578318,0.0,0.0,1.9663799380423757
JF Mooney,Ireland,-0.7580645161290323,1,0.3333333333333333,0.02127659574468085,2,1.760645204470919,0.4263915846775093,0.0,0.0,1.9540376891501676
Nasir Hossain,Bangladesh,-1.0,0,0.0,0.0,1,1.8939729603105544,2.066469446489525,0.0,0.0,1.9155817693770811
I Udana,Sri Lanka,-1.037037037037037,0,0.0,0.0,1,1.957653727851288,2.066469446489525,0.0,0.0,1.9113092090619626
CRD Fernando,Sri Lanka,-1.1607142857142858,0,0.0,0.0,0,1.957653727851288,2.650016124027234,0.0,0.0,1.9107166994197222
Abul Hasan,Bangladesh,-0.9642857142857143,0,0.0,0.0,2,1.8939729603105544,1.4735190896157364,0.0,0.0,1.8428155601774838
Younis Khan,Pakistan,-0.7333333333333333,0,0.0,0.0,0,1.5029850746268658,1.957653727851288,0.0,0.0,1.8362032272737672
Mohammad Nabi,Afghanistan,-0.7880434782608695,3,0.75,0.020689655172413793,0,0.4263915846775093,1.851068745643195,0.0,0.0,1.835655969715419
YK Pathan,India,-1.0,0,0.0,0.0,1,2.066469446489525,1.5029850746268658,0.0,0.0,1.7927823238169096
C de Grandhomme,New Zealand,-1.4285714285714286,0,0.0,0.0,0,2.0091044776119404,2.650016124027234,0.0,0.0,1.7174683133988253
Samiullah Shenwari,Afghanistan,-0.9,2,0.6666666666666666,0.020202020202020204,0,0.4263915846775093,1.8962805162293328,0.0,0.0,1.7082269116496378
CK Kapugedera,Sri Lanka,-1.1666666666666667,0,0.0,0.0,0,1.957653727851288,2.066469446489525,0.0,0.0,1.7079052270452633
Izatullah Dawlatzai,Afghanistan,-0.6333333333333333,1,1.0,0.05263157894736842,0,0.4263915846775093,0.0,0.0,0.0,1.7065676415691629
MEK Hussey,Australia,-1.1428571428571428,0,0.0,0.0,0,2.2895759578318,1.5029850746268658,0.0,0.0,1.6673657599315912
SR Tendulkar,India,-1.2,0,0.0,0.0,1,2.066469446489525,1.5029850746268658,0.0,0.0,1.6332447515625743
DR Flynn,New Zealand,-1.0555555555555556,0,0.0,0.0,0,2.0091044776119404,1.4735190896157364,0.0,0.0,1.6157001556342925
Yuvraj Singh,India,-1.1,0,0.0,0.0,0,2.066469446489525,1.5029850746268658,0.0,0.0,1.613013537689742
TJ Murtagh,Ireland,-0.8,0,0.0,0.0,1,1.760645204470919,0.4263915846775093,0.0,0.0,1.4655450512855523
Javed Ahmadi,Afghanistan,-0.7,0,0.0,0.0,0,0.4263915846775093,2.0251105811513597,0.0,0.0,1.4584471301004434
Gulbadin Naib,Afghanistan,-1.0677966101694916,1,0.3333333333333333,0.015873015873015872,0,0.4263915846775093,2.0251105811513597,0.0,0.0,1.457960281651412
Mohammad Sami,Pakistan,-1.3,0,0.0,0.0,0,1.5029850746268658,1.957653727851288,0.0,0.0,1.3841801058864838
Rubel Hossain,Bangladesh,-1.3548387096774193,0,0.0,0.0,0,1.8939729603105544,1.4735190896157364,0.0,0.0,1.331276176570228
Rahat Ali,Pakistan,-1.4,0,0.0,0.0,0,1.5029850746268658,1.957653727851288,0.0,0.0,1.3044113197593163
AR White,Ireland,-0.9523809523809523,0,0.0,0.0,1,1.760645204470919,0.0,0.0,0.0,1.199269766978425
Mirwais Ashraf,Afghanistan,-0.84375,0,0.0,0.0,0,0.4263915846775093,1.5029850746268658,0.0,0.0,1.166563313814545
KJ O'Brien,Ireland,-1.6666666666666667,0,0.0,0.0,0,1.760645204470919,0.0,0.0,0.0,0.5294927232129417
Zakiullah Zaki,Afghanistan,-1.0384615384615385,0,0.0,0.0,0,0.4263915846775093,0.0,0.0,0.0,0.5011116051578478
